Reporting level,Province/territory,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Manitoba,CT Scan,50th Percentile,2014,Hours,384.0
Provincial,Manitoba,CT Scan,Volume,2014,Number of cases,35046.0
Provincial,Manitoba,Hip Fracture Repair,50th Percentile,2014,Hours,20.0
Provincial,Manitoba,Hip Fracture Repair,Volume,2014,Number of cases,487.0
Provincial,Manitoba,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2014,Hours,25.108333335
Provincial,Manitoba,Hip Fracture Repair/Emergency and Inpatient,Volume,2014,Number of cases,0.0
Provincial,Manitoba,Hip Replacement,50th Percentile,2014,Hours,2496.0
Provincial,Manitoba,Hip Replacement,Volume,2014,Number of cases,660.0
Provincial,Manitoba,Knee Replacement,50th Percentile,2014,Hours,2688.0
Provincial,Manitoba,Knee Replacement,Volume,2014,Number of cases,1058.0
Provincial,Manitoba,Lung Cancer Surgery,50th Percentile,2014,Hours,480.0
Provincial,Manitoba,Lung Cancer Surgery,Volume,2014,Number of cases,147.0
Provincial,Manitoba,MRI Scan,50th Percentile,2014,Hours,1968.0
Provincial,Manitoba,MRI Scan,Volume,2014,Number of cases,26505.0
Provincial,Manitoba,Prostate Cancer Surgery,50th Percentile,2014,Hours,972.0
Provincial,Manitoba,Prostate Cancer Surgery,Volume,2014,Number of cases,0.0
Provincial,Manitoba,Radiation Therapy,50th Percentile,2014,Hours,168.0
Provincial,Manitoba,Radiation Therapy,Volume,2014,Number of cases,1564.0
Provincial,New Brunswick,Bladder Cancer Surgery,50th Percentile,2014,Hours,576.0
Provincial,New Brunswick,Bladder Cancer Surgery,Volume,2014,Number of cases,255.0
Provincial,New Brunswick,Breast Cancer Surgery,50th Percentile,2014,Hours,480.0
Provincial,New Brunswick,Breast Cancer Surgery,Volume,2014,Number of cases,386.0
Provincial,New Brunswick,CABG,50th Percentile,2014,Hours,192.0
Provincial,New Brunswick,CABG,Volume,2014,Number of cases,226.0
Provincial,New Brunswick,Cataract surgery,50th Percentile,2014,Hours,1032.0
Provincial,New Brunswick,Cataract surgery,Volume,2014,Number of cases,5320.0
Provincial,New Brunswick,Colorectal Cancer Surgery,50th Percentile,2014,Hours,360.0
Provincial,New Brunswick,Colorectal Cancer Surgery,Volume,2014,Number of cases,238.0
Provincial,New Brunswick,CT Scan,50th Percentile,2014,Hours,504.0
Provincial,New Brunswick,CT Scan,Volume,2014,Number of cases,0.0
Provincial,New Brunswick,Hip Fracture Repair,50th Percentile,2014,Hours,19.0
Provincial,New Brunswick,Hip Fracture Repair,Volume,2014,Number of cases,363.0
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2014,Hours,25.108333335
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,Volume,2014,Number of cases,0.0
Provincial,New Brunswick,Hip Replacement,50th Percentile,2014,Hours,3048.0
Provincial,New Brunswick,Hip Replacement,Volume,2014,Number of cases,366.0
Provincial,New Brunswick,Knee Replacement,50th Percentile,2014,Hours,4512.0
Provincial,New Brunswick,Knee Replacement,Volume,2014,Number of cases,731.0
Provincial,New Brunswick,Lung Cancer Surgery,50th Percentile,2014,Hours,432.0
Provincial,New Brunswick,Lung Cancer Surgery,Volume,2014,Number of cases,85.0
Provincial,New Brunswick,MRI Scan,50th Percentile,2014,Hours,1152.0
Provincial,New Brunswick,MRI Scan,Volume,2014,Number of cases,0.0
Provincial,New Brunswick,Prostate Cancer Surgery,50th Percentile,2014,Hours,864.0
Provincial,New Brunswick,Prostate Cancer Surgery,Volume,2014,Number of cases,71.0
Provincial,New Brunswick,Radiation Therapy,50th Percentile,2014,Hours,168.0
Provincial,New Brunswick,Radiation Therapy,Volume,2014,Number of cases,931.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,50th Percentile,2014,Hours,624.0
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,Volume,2014,Number of cases,123.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,50th Percentile,2014,Hours,336.0
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,Volume,2014,Number of cases,223.0
Provincial,Newfoundland and Labrador,CABG,50th Percentile,2014,Hours,192.0
Provincial,Newfoundland and Labrador,CABG,Volume,2014,Number of cases,155.0
Provincial,Newfoundland and Labrador,Cataract surgery,50th Percentile,2014,Hours,936.0
Provincial,Newfoundland and Labrador,Cataract surgery,Volume,2014,Number of cases,1479.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,50th Percentile,2014,Hours,360.0
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,Volume,2014,Number of cases,231.0
Provincial,Newfoundland and Labrador,CT Scan,50th Percentile,2014,Hours,504.0
Provincial,Newfoundland and Labrador,CT Scan,Volume,2014,Number of cases,31104.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair,50th Percentile,2014,Hours,30.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair,Volume,2014,Number of cases,188.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2014,Hours,27.0
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,Volume,2014,Number of cases,227.0
Provincial,Newfoundland and Labrador,Hip Replacement,50th Percentile,2014,Hours,2064.0
Provincial,Newfoundland and Labrador,Hip Replacement,Volume,2014,Number of cases,248.0
Provincial,Newfoundland and Labrador,Knee Replacement,50th Percentile,2014,Hours,2352.0
Provincial,Newfoundland and Labrador,Knee Replacement,Volume,2014,Number of cases,402.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,50th Percentile,2014,Hours,456.0
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,Volume,2014,Number of cases,33.0
Provincial,Newfoundland and Labrador,MRI Scan,50th Percentile,2014,Hours,1152.0
Provincial,Newfoundland and Labrador,MRI Scan,Volume,2014,Number of cases,9049.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,50th Percentile,2014,Hours,768.0
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,Volume,2014,Number of cases,62.0
Provincial,Newfoundland and Labrador,Radiation Therapy,50th Percentile,2014,Hours,336.0
Provincial,Newfoundland and Labrador,Radiation Therapy,Volume,2014,Number of cases,368.0
Provincial,Nova Scotia,Bladder Cancer Surgery,50th Percentile,2014,Hours,840.0
Provincial,Nova Scotia,Bladder Cancer Surgery,Volume,2014,Number of cases,356.0
Provincial,Nova Scotia,Breast Cancer Surgery,50th Percentile,2014,Hours,384.0
Provincial,Nova Scotia,Breast Cancer Surgery,Volume,2014,Number of cases,495.0
Provincial,Nova Scotia,CABG,50th Percentile,2014,Hours,144.0
Provincial,Nova Scotia,CABG,Volume,2014,Number of cases,155.0
Provincial,Nova Scotia,Cataract surgery,50th Percentile,2014,Hours,2040.0
Provincial,Nova Scotia,Cataract surgery,Volume,2014,Number of cases,3865.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,50th Percentile,2014,Hours,576.0
Provincial,Nova Scotia,Colorectal Cancer Surgery,Volume,2014,Number of cases,282.0
Provincial,Nova Scotia,CT Scan,50th Percentile,2014,Hours,504.0
Provincial,Nova Scotia,CT Scan,Volume,2014,Number of cases,33221.0
Provincial,Nova Scotia,Hip Fracture Repair,50th Percentile,2014,Hours,26.0
Provincial,Nova Scotia,Hip Fracture Repair,Volume,2014,Number of cases,388.0
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2014,Hours,25.108333335
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,Volume,2014,Number of cases,0.0
Provincial,Nova Scotia,Hip Replacement,50th Percentile,2014,Hours,4296.0
Provincial,Nova Scotia,Hip Replacement,Volume,2014,Number of cases,532.0
Provincial,Nova Scotia,Knee Replacement,50th Percentile,2014,Hours,6024.0
Provincial,Nova Scotia,Knee Replacement,Volume,2014,Number of cases,922.0
Provincial,Nova Scotia,Lung Cancer Surgery,50th Percentile,2014,Hours,816.0
Provincial,Nova Scotia,Lung Cancer Surgery,Volume,2014,Number of cases,119.0
Provincial,Nova Scotia,MRI Scan,50th Percentile,2014,Hours,1392.0
Provincial,Nova Scotia,MRI Scan,Volume,2014,Number of cases,10427.0
Provincial,Nova Scotia,Prostate Cancer Surgery,50th Percentile,2014,Hours,1152.0
Provincial,Nova Scotia,Prostate Cancer Surgery,Volume,2014,Number of cases,74.0
Provincial,Nova Scotia,Radiation Therapy,50th Percentile,2014,Hours,336.0
Provincial,Nova Scotia,Radiation Therapy,Volume,2014,Number of cases,1366.0
Provincial,Ontario,Bladder Cancer Surgery,50th Percentile,2014,Hours,528.0
Provincial,Ontario,Bladder Cancer Surgery,Volume,2014,Number of cases,6157.0
Provincial,Ontario,Breast Cancer Surgery,50th Percentile,2014,Hours,384.0
Provincial,Ontario,Breast Cancer Surgery,Volume,2014,Number of cases,6019.0
Provincial,Ontario,CABG,50th Percentile,2014,Hours,168.0
Provincial,Ontario,CABG,Volume,2014,Number of cases,2947.0
Provincial,Ontario,Cataract surgery,50th Percentile,2014,Hours,1200.0
Provincial,Ontario,Cataract surgery,Volume,2014,Number of cases,65160.0
Provincial,Ontario,Colorectal Cancer Surgery,50th Percentile,2014,Hours,432.0
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2014,Number of cases,2672.0
Provincial,Ontario,CT Scan,50th Percentile,2014,Hours,168.0
Provincial,Ontario,CT Scan,Volume,2014,Number of cases,375480.0
Provincial,Ontario,Hip Fracture Repair,50th Percentile,2014,Hours,24.0
Provincial,Ontario,Hip Fracture Repair,Volume,2014,Number of cases,5467.0
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2014,Hours,29.0
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,Volume,2014,Number of cases,4948.0
Provincial,Ontario,Hip Replacement,50th Percentile,2014,Hours,1704.0
Provincial,Ontario,Hip Replacement,Volume,2014,Number of cases,7323.0
Provincial,Ontario,Knee Replacement,50th Percentile,2014,Hours,1800.0
Provincial,Ontario,Knee Replacement,Volume,2014,Number of cases,12480.0
Provincial,Ontario,Lung Cancer Surgery,50th Percentile,2014,Hours,432.0
Provincial,Ontario,Lung Cancer Surgery,Volume,2014,Number of cases,1476.0
Provincial,Ontario,MRI Scan,50th Percentile,2014,Hours,696.0
Provincial,Ontario,MRI Scan,Volume,2014,Number of cases,299918.0
Provincial,Ontario,Prostate Cancer Surgery,50th Percentile,2014,Hours,864.0
Provincial,Ontario,Prostate Cancer Surgery,Volume,2014,Number of cases,1472.0
Provincial,Ontario,Radiation Therapy,50th Percentile,2014,Hours,168.0
Provincial,Ontario,Radiation Therapy,Volume,2014,Number of cases,14917.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,50th Percentile,2014,Hours,624.0
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2014,Number of cases,28.0
Provincial,Prince Edward Island,Breast Cancer Surgery,50th Percentile,2014,Hours,528.0
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2014,Number of cases,64.0
Provincial,Prince Edward Island,CABG,50th Percentile,2014,Hours,191.76
Provincial,Prince Edward Island,CABG,Volume,2014,Number of cases,0.0
Provincial,Prince Edward Island,Cataract surgery,50th Percentile,2014,Hours,2841.6000000000004
Provincial,Prince Edward Island,Cataract surgery,Volume,2014,Number of cases,532.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,50th Percentile,2014,Hours,672.0
Provincial,Prince Edward Island,Colorectal Cancer Surgery,Volume,2014,Number of cases,31.0
Provincial,Prince Edward Island,CT Scan,50th Percentile,2014,Hours,552.0
Provincial,Prince Edward Island,CT Scan,Volume,2014,Number of cases,2867.0
Provincial,Prince Edward Island,Hip Fracture Repair,50th Percentile,2014,Hours,41.0
Provincial,Prince Edward Island,Hip Fracture Repair,Volume,2014,Number of cases,24.0
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2014,Hours,28.0
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2014,Number of cases,86.0
Provincial,Prince Edward Island,Hip Replacement,50th Percentile,2014,Hours,1344.0
Provincial,Prince Edward Island,Hip Replacement,Volume,2014,Number of cases,101.0
Provincial,Prince Edward Island,Knee Replacement,50th Percentile,2014,Hours,3024.0
Provincial,Prince Edward Island,Knee Replacement,Volume,2014,Number of cases,153.0
Provincial,Prince Edward Island,Lung Cancer Surgery,50th Percentile,2014,Hours,528.0
Provincial,Prince Edward Island,Lung Cancer Surgery,Volume,2014,Number of cases,0.0
Provincial,Prince Edward Island,MRI Scan,50th Percentile,2014,Hours,1704.0
Provincial,Prince Edward Island,MRI Scan,Volume,2014,Number of cases,1857.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,50th Percentile,2014,Hours,648.0
Provincial,Prince Edward Island,Prostate Cancer Surgery,Volume,2014,Number of cases,10.0
Provincial,Prince Edward Island,Radiation Therapy,50th Percentile,2014,Hours,336.0
Provincial,Prince Edward Island,Radiation Therapy,Volume,2014,Number of cases,247.0
Provincial,Quebec,Bladder Cancer Surgery,50th Percentile,2014,Hours,648.0
Provincial,Quebec,Bladder Cancer Surgery,Volume,2014,Number of cases,2718.0
Provincial,Quebec,Breast Cancer Surgery,50th Percentile,2014,Hours,648.0
Provincial,Quebec,Breast Cancer Surgery,Volume,2014,Number of cases,4142.0
Provincial,Quebec,CABG,50th Percentile,2014,Hours,191.76
Provincial,Quebec,CABG,Volume,2014,Number of cases,2545.0
Provincial,Quebec,Cataract surgery,50th Percentile,2014,Hours,768.0
Provincial,Quebec,Cataract surgery,Volume,2014,Number of cases,46829.0
Provincial,Quebec,Colorectal Cancer Surgery,50th Percentile,2014,Hours,504.0
Provincial,Quebec,Colorectal Cancer Surgery,Volume,2014,Number of cases,2206.0
Provincial,Quebec,CT Scan,50th Percentile,2014,Hours,504.0
Provincial,Quebec,CT Scan,Volume,2014,Number of cases,0.0
Provincial,Quebec,Hip Fracture Repair,50th Percentile,2014,Hours,22.0
Provincial,Quebec,Hip Fracture Repair,Volume,2014,Number of cases,0.0
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2014,Hours,25.108333335
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,Volume,2014,Number of cases,0.0
Provincial,Quebec,Hip Replacement,50th Percentile,2014,Hours,1992.0
Provincial,Quebec,Hip Replacement,Volume,2014,Number of cases,3093.0
Provincial,Quebec,Knee Replacement,50th Percentile,2014,Hours,2112.0
Provincial,Quebec,Knee Replacement,Volume,2014,Number of cases,4852.0
Provincial,Quebec,Lung Cancer Surgery,50th Percentile,2014,Hours,528.0
Provincial,Quebec,Lung Cancer Surgery,Volume,2014,Number of cases,1245.0
Provincial,Quebec,MRI Scan,50th Percentile,2014,Hours,1152.0
Provincial,Quebec,MRI Scan,Volume,2014,Number of cases,0.0
Provincial,Quebec,Prostate Cancer Surgery,50th Percentile,2014,Hours,816.0
Provincial,Quebec,Prostate Cancer Surgery,Volume,2014,Number of cases,901.0
Provincial,Quebec,Radiation Therapy,50th Percentile,2014,Hours,235.20000000000002
Provincial,Quebec,Radiation Therapy,Volume,2014,Number of cases,11821.0
Provincial,Saskatchewan,Bladder Cancer Surgery,50th Percentile,2014,Hours,360.0
Provincial,Saskatchewan,Bladder Cancer Surgery,Volume,2014,Number of cases,223.0
Provincial,Saskatchewan,Breast Cancer Surgery,50th Percentile,2014,Hours,336.0
Provincial,Saskatchewan,Breast Cancer Surgery,Volume,2014,Number of cases,356.0
Provincial,Saskatchewan,CABG,50th Percentile,2014,Hours,72.0
Provincial,Saskatchewan,CABG,Volume,2014,Number of cases,218.0
Provincial,Saskatchewan,Cataract surgery,50th Percentile,2014,Hours,960.0
Provincial,Saskatchewan,Cataract surgery,Volume,2014,Number of cases,3850.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,50th Percentile,2014,Hours,360.0
Provincial,Saskatchewan,Colorectal Cancer Surgery,Volume,2014,Number of cases,263.0
Provincial,Saskatchewan,CT Scan,50th Percentile,2014,Hours,492.0
Provincial,Saskatchewan,CT Scan,Volume,2014,Number of cases,22976.0
Provincial,Saskatchewan,Hip Fracture Repair,50th Percentile,2014,Hours,24.0
Provincial,Saskatchewan,Hip Fracture Repair,Volume,2014,Number of cases,345.0
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2014,Hours,25.108333335
Provincial,Saskatchewan,Hip Fracture Repair/Emergency and Inpatient,Volume,2014,Number of cases,0.0
Provincial,Saskatchewan,Hip Replacement,50th Percentile,2014,Hours,1512.0
Provincial,Saskatchewan,Hip Replacement,Volume,2014,Number of cases,738.0
Provincial,Saskatchewan,Knee Replacement,50th Percentile,2014,Hours,1680.0
Provincial,Saskatchewan,Knee Replacement,Volume,2014,Number of cases,1417.0
Provincial,Saskatchewan,Lung Cancer Surgery,50th Percentile,2014,Hours,336.0
Provincial,Saskatchewan,Lung Cancer Surgery,Volume,2014,Number of cases,75.0
Provincial,Saskatchewan,MRI Scan,50th Percentile,2014,Hours,804.0
Provincial,Saskatchewan,MRI Scan,Volume,2014,Number of cases,12072.0
Provincial,Saskatchewan,Prostate Cancer Surgery,50th Percentile,2014,Hours,1032.0
Provincial,Saskatchewan,Prostate Cancer Surgery,Volume,2014,Number of cases,79.0
Provincial,Saskatchewan,Radiation Therapy,50th Percentile,2014,Hours,168.0
Provincial,Saskatchewan,Radiation Therapy,Volume,2014,Number of cases,1081.0
Provincial,Alberta,Bladder Cancer Surgery,50th Percentile,2015,Hours,672.0
Provincial,Alberta,Bladder Cancer Surgery,Volume,2015,Number of cases,542.0
Provincial,Alberta,Breast Cancer Surgery,50th Percentile,2015,Hours,480.0
Provincial,Alberta,Breast Cancer Surgery,Volume,2015,Number of cases,1240.0
Provincial,Alberta,CABG,50th Percentile,2015,Hours,144.0
Provincial,Alberta,CABG,Volume,2015,Number of cases,540.0
Provincial,Alberta,Cataract surgery,50th Percentile,2015,Hours,2088.0
Provincial,Alberta,Cataract surgery,Volume,2015,Number of cases,11145.0
Provincial,Alberta,Colorectal Cancer Surgery,50th Percentile,2015,Hours,648.0
Provincial,Alberta,Colorectal Cancer Surgery,Volume,2015,Number of cases,495.0
Provincial,Alberta,CT Scan,50th Percentile,2015,Hours,408.0
Provincial,Alberta,CT Scan,Volume,2015,Number of cases,68400.0
Provincial,Alberta,Hip Fracture Repair,50th Percentile,2015,Hours,22.0
Provincial,Alberta,Hip Fracture Repair,Volume,2015,Number of cases,1359.0
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2015,Hours,27.0
Provincial,Alberta,Hip Fracture Repair/Emergency and Inpatient,Volume,2015,Number of cases,1201.0
Provincial,Alberta,Hip Replacement,50th Percentile,2015,Hours,2232.0
Provincial,Alberta,Hip Replacement,Volume,2015,Number of cases,1895.0
Provincial,Alberta,Knee Replacement,50th Percentile,2015,Hours,2544.0
Provincial,Alberta,Knee Replacement,Volume,2015,Number of cases,3108.0
